,church_name,address,telephone number,priest,confession,links,additional info,last update,coords,long,lat
3,Archdiocesan Shrine of Our Lady of Loreto Parish,"Jose Figueras ( Bustillos) St.,  Sampaloc, Manila City, Metro Manila",736-0529,,,,,"Sun Nov 13, 2022 2:17PM","{'lat': 14.6020239, 'lng': 120.9929105}",120.9929105,14.6020239
4,Archdiocesan Shrine of Our Lady of Peñafrancia Parish,"1343 Gomez St., Paco, Manila City, Metro Manila",285640638,,,,,"Thu Nov 24, 2022 9:23PM","{'lat': 14.5848671, 'lng': 120.9979995}",120.9979995,14.5848671
5,Holy Family Parish,"1746 Estrada cor. Chromium St . San Andres Bukid, Manila City, Metro Manila",563-1555,Msgr. Roberto A. Espenilla,,,,"Thu Sep 5, 2013 1:17PM","{'lat': 14.5739615, 'lng': 121.0054585}",121.0054585,14.5739615
6,Immaculate Conception Chapel,"Philippine General Hospital, Pedro Gil, Manila City, Metro Manila",,,15 minutes before daily mass,,,"Sat May 25, 2013 5:18PM","{'lat': 14.5777811, 'lng': 120.9856047}",120.9856047,14.5777811
7,Immaculate Conception Parish,"287 Tayuman St., Tondo, Manila City, Metro Manila",8-253-7888,Msgr. Claro Matt M. Garcia,,,,"Sat Nov 19, 2022 11:27PM","{'lat': 14.6171921, 'lng': 120.9749455}",120.9749455,14.6171921
8,Minor Basilica of San Lorenzo Ruiz (Binondo Church),"Plaza Lorenzo Ruiz, Binondo, Manila City, Metro Manila",(02)8242-4850,,MWF: 11AM-12NN / TThS: 3PM-4:30PM,,OFFICE HOURS:,"Fri Dec 15, 2023 11:26PM","{'lat': 14.5996804, 'lng': 120.9740957}",120.9740957,14.5996804
9,Minor Basilica of San Sebastian ( Our Lady of Mount Carmel Shrine),"Plaza del Carmen, Quiapo, Manila City, Metro Manila","02) 734 8908, 0998 951 6484",,"Wed, Fri and Sun: 4:30PM - 5:45PM",,,"Sat Dec 16, 2023 10:09AM","{'lat': 14.5991893, 'lng': 120.9890213}",120.9890213,14.5991893
10,Minor Basilica of the Black Nazarene - St. John the Baptist Parish (Quiapo Church),"Plaza Miranda, Quiapo, Manila City, Metro Manila",287334945,,Monday to Saturday 5:00 a.m. to 9:00 p.m,,HEALING MASS:,"Sun Apr 21, 2024 2:22PM","{'lat': 14.5982513, 'lng': 120.9835739}",120.9835739,14.5982513
11,Minor Basilica of the Immaculate Conception (Manila Cathedral),"Cabildo corner Beaterio Sts., Intramuros, Manila City, Metro Manila","0917 541 2103, (02) 8 527-1796",Rev. Fr. Reginald Malicdem,,,All Masses are livestreamed online through our Facebook Page and Youtube  Channel.,"Tue Nov 22, 2022 8:57PM","{'lat': 14.5915256, 'lng': 120.9741641}",120.9741641,14.5915256
12,Most Blessed Sacrament Chapel,"2nd Floor, La Salle Hall, De La Salle University, 2401 Taft Ave., Manila City, Metro Manila",n/a,Fr. Dante Funelas (Chaplain),,,Open to the public for Sunday mass,"Tue Nov 8, 2016 3:06PM","{'lat': 14.5640047, 'lng': 120.9941952}",120.9941952,14.5640047
13,Most Holy Trinity Parish,"Calabash Rd., Balic-Balic, Sampaloc, Manila City, Metro Manila",781-6076,Fr. Erik Adoviso,,,,"Wed Nov 23, 2022 10:42AM","{'lat': 14.6119748, 'lng': 121.0031966}",121.0031966,14.6119748
14,National Shrine of Our Lady of the Abandoned,"New Panaderos Street, Sta. Ana, Manila City, Metro Manila",285644203,"Fr Vonci Del Mundo, OFM",,,,"Thu Nov 24, 2022 10:01PM","{'lat': 14.5858715, 'lng': 121.0190301}",121.0190301,14.5858715
15,National Shrine of Saint Jude Thaddeus,"J. P. Laurel Sr. cor. Ycaza Sts., San Miguel, Manila City, Metro Manila",287356408,,,,,"Thu Dec 14, 2023 5:45PM","{'lat': 14.5980406, 'lng': 120.9946143}",120.9946143,14.5980406
16,National Shrine of Saint Michael and the Archangels,"1000 J. P. Laurel St. cor. Gen Solano St., San Miguel, Manila City, Metro Manila",0977 240 9731,Msgr. Mario Enriquez,Call the Parish for an appointment,,,"Wed Nov 23, 2022 10:55AM","{'lat': 14.5924565, 'lng': 120.9914711}",120.9914711,14.5924565
17,Nuestra Señora De Salvacion Parish,"Anonas St. , NDC Compound, Santa Mesa, Manila City, Metro Manila",279543215,,,,Monday-Friday at 6:00 PM,"Thu Nov 24, 2022 8:29PM","{'lat': 14.599272, 'lng': 121.004877}",121.004877,14.599272
18,Nuestra Señora Del Perpetuo Socorro Parish,"2042 Calamba cor. Instruccion St .
Sampaloc, Manila City, Metro Manila",287418010,Fr. Jerome R. Secillano,,,,"Thu Nov 24, 2022 8:40PM","{'lat': 14.6225503, 'lng': 120.9915406}",120.9915406,14.6225503
19,Our Lady of Fatima Parish,"Lubiran St. cor. Mag. Jose Abad Santos St. Bacood, Manila City, Metro Manila",287135776,"Rev Fr. Manuel ""Jun"" S. Abogado III",Mon- Sat 5:00pm-6:00pm,,,"Thu Nov 24, 2022 8:53PM","{'lat': 14.5895821, 'lng': 121.0190931}",121.0190931,14.5895821
20,Our Lady of Peace and Good Voyage of Tondo - Recoletos,"Tahimik Street, Tondo, Manila City, Metro Manila",273690902,,,,,"Thu Nov 24, 2022 9:05PM","{'lat': 14.6014011, 'lng': 120.9644707}",120.9644707,14.6014011
21,Our Lady of Perpetual Help Parish,"Punta, Santa Ana, Manila City, Metro Manila",02 8532 1770,Rev. Fr. Jeremiah Adviento,,,,"Thu Nov 24, 2022 9:35PM","{'lat': 14.5828142, 'lng': 121.0117008}",121.0117008,14.5828142
22,Our Lady of Remedies Parish ( Malate Catholic Church),"2000 M.H. Del Pilar St., Malate, Manila City, Metro Manila",285232593,"Rev. Fr. Leo Distor, S.S.C.",,,,"Thu Nov 24, 2022 9:45PM","{'lat': 14.5693258, 'lng': 120.9846521}",120.9846521,14.5693258
23,Our Lady of the Assumption Parish,"Asuncion St., Malate, Manila City, Metro Manila",0917-136-5703,Fr. Benjie Ledesma,,,,"Fri Nov 25, 2022 10:51AM","{'lat': 14.5662055, 'lng': 120.9896748}",120.9896748,14.5662055
24,Our Lady of the Most Holy Rosary - Binondo Chinese Parish,"649 Ongpin St., Binondo, Manila City, Metro Manila","8242-5538, 0917-1137119",,,,Daily Rosary Prayer at 9PM (FB Live),"Sat Dec 10, 2022 11:02AM","{'lat': 14.6005088, 'lng': 120.9752418}",120.9752418,14.6005088
25,Our Lady of the Pillar Parish (Sta. Cruz Church),"Santa Cruz, Manila City, Metro Manila",(02) 733 0245,,"Tue-Fri: 7-8AM, 10:30-11:45AM, 3:30PM-4:45PM and Sat: 10:30-11:30AM, 3:30-4:45PM",,Also designated as the Archdiocesan Shrine of the Blessed Sacrament,"Mon Nov 28, 2022 11:42AM","{'lat': 14.6178881, 'lng': 120.9847642}",120.9847642,14.6178881
26,Parish and Archdiocesan Shrine of Espiritu Santo,"Rizal Ave. cor. Tayuman St., Santa Cruz, Manila City, Metro Manila",711-1332,"Msgr. Alberto G. Salonga, Jr.",,,,"Tue Nov 22, 2022 8:38PM","{'lat': 14.6168359, 'lng': 120.9826878}",120.9826878,14.6168359
27,Risen Christ Parish,"Smokey Mountain Temporary Housing
Bldg. 27, R-10 Balut, Tondo, Manila City, Metro Manila",255-4181,"Rev. Fr. Jhonatan Letada, SVD",Anytime (if priest is available),,First Friday Devotion 3:00 pm- 1st Friday of the month,"Wed Jul 27, 2016 8:43PM","{'lat': 14.6325696, 'lng': 120.9596667}",120.9596667,14.6325696
28,Sacred Heart of Jesus Parish,"4324 Old Santa Mesa, Manila City, Metro Manila",713-2895,,by schedule,,,"Fri Nov 25, 2022 11:46AM","{'lat': 14.6015702, 'lng': 121.011965}",121.011965,14.6015702
29,San Fernando De Dilao Parish (Paco Church),"1521 Paz St. , Paco, Manila City, Metro Manila",85625071,Rev. Fr. Sanny De Claro,,,,"Fri Nov 25, 2022 1:21PM","{'lat': 14.5794554, 'lng': 120.9945776}",120.9945776,14.5794554
30,San Jose de Trozo Parish,"1340 Masangkay St. , Santa Cruz, Manila City, Metro Manila",8256-3435,,Wed and First Friday: 5-6PM,,,"Fri Nov 25, 2022 1:25PM","{'lat': 14.60907, 'lng': 120.9793079}",120.9793079,14.60907
31,San Jose Manggagawa Parish,"3025 Molave St., Manuguit Subd., Tondo, Manila City, Metro Manila",275016747,,,,,"Fri Nov 25, 2022 1:57PM","{'lat': 14.6318894, 'lng': 120.9785689}",120.9785689,14.6318894
32,San Pablo Apostol Parish,"2237 Velasquez St., Tondo, Manila City, Metro Manila",(02) 835 06288,,,,,"Fri Nov 25, 2022 9:40PM","{'lat': 14.6240585, 'lng': 120.9643894}",120.9643894,14.6240585
33,San Rafael Parish,"177 Taliba St. , San Rafael Subd.
Balut, Tondo, Manila City, Metro Manila",251-5333,,,,,"Thu May 6, 2021 10:59AM","{'lat': 14.6352179, 'lng': 120.9653576}",120.9653576,14.6352179
34,San Roque De Manila Parish,"Rizal Ave., Santa Cruz, Manila City, Metro Manila",(02) 87328397,,,,,"Wed Mar 29, 2023 9:41PM","{'lat': 14.6143876, 'lng': 120.9826056}",120.9826056,14.6143876
35,San Roque de Sampaloc Parish,"542 M. dela Fuente St. ,Sampaloc, Manila City, Metro Manila",287497039,,,,,"Sat Nov 26, 2022 5:56PM","{'lat': 14.607455, 'lng': 120.998279}",120.998279,14.607455
36,San Vicente De Paul Parish,"959 San Marcelino St., Ermita, Manila City, Metro Manila",,,,,sanvicentedepaulparish@gmail.com,"Sat Nov 26, 2022 10:02PM","{'lat': 14.5853332, 'lng': 120.985699}",120.985699,14.5853332
37,Santisima Trinidad Parish,"1127 Estrada Cor. Dian Sts. Malate, Manila City, Metro Manila","85223018, +639955797206","Rev. Fr. Carmelo P. Arada, Jr.",,,,"Sat Nov 26, 2022 11:01PM","{'lat': 14.5667385, 'lng': 120.9993049}",120.9993049,14.5667385
38,Santisimo Rosario Parish,"UST, España Blvd., Sampaloc, Manila City, Metro Manila",731-3062,,by appointment,,parish.sec@ust.edu.ph,"Sat Nov 26, 2022 11:26PM","{'lat': 14.6098055, 'lng': 120.9895794}",120.9895794,14.6098055
39,Shrine of Our Lady of Correa / Immaculate Conception Parish ( San Agustin Church),"General Luna Street, Intramuros, Manila City, Metro Manila",+6385272746,,,,,"Sat Nov 26, 2022 11:43PM","{'lat': 14.5896157, 'lng': 120.9749453}",120.9749453,14.5896157
40,Shrine of St. Lazarus,"A. Villarama Ave., San Lazaro Compound, Sta. Cruz, Manila City, Metro Manila",309-9609,,"Daily: 30 mins. before Mass, 1st Thur: 5PM",,,"Wed Mar 17, 2010 10:43AM","{'lat': 14.6155334, 'lng': 120.9813863}",120.9813863,14.6155334
41,St. Anthony of Padua Parish,"2126 Singalong cor San Andres Sts. Malate, Manila City, Metro Manila",(02) 8523-5084,,,,,"Sat Nov 26, 2022 11:57PM","{'lat': 14.5709487, 'lng': 120.9952261}",120.9952261,14.5709487
42,St. Anthony of Padua Shrine,"254 Manrique St., Sampaloc, Manila City, Metro Manila",287346526,,,,,"Mon Nov 28, 2022 8:42AM","{'lat': 14.602837, 'lng': 120.993302}",120.993302,14.602837
43,St. John Bosco Parish,"Carlos P. Garcia St. , Bo. Magsaysay, Tondo, Manila City, Metro Manila",0932 531 3559,,,,,"Mon Nov 28, 2022 9:08AM","{'lat': 14.5948772, 'lng': 121.0029162}",121.0029162,14.5948772
44,St. Joseph Parish,"2671 J. Luna St. , Gagalangin, Tondo, Manila City, Metro Manila",282538283,Rev. Fr. Joseino B. Tuazon,,,,"Wed Apr 5, 2023 10:45AM","{'lat': 14.6292346, 'lng': 120.9736882}",120.9736882,14.6292346
45,St. Martha Chapel (Harrison Plaza),"2nd Floor, Harrison Plaza (Adriatico side), M. Adriatico St., Malate, Manila City, Metro Manila",536-0896,,Tuesday 6:00 PM,,,"Fri Dec 4, 2015 1:22PM","{'lat': 14.5606476, 'lng': 120.9902508}",120.9902508,14.5606476
46,St. Mary Goretti Parish,"Pope Pius XII Catholic Center, 1175 United Nations Ave., Paco, Manila City, Metro Manila",8536-1820,,,,All Masses are streamed live except Saturday 5PM and Sunday 12:15PM,"Mon Nov 28, 2022 9:38AM","{'lat': 14.585077, 'lng': 120.9901415}",120.9901415,14.585077
47,St. Peter the Apostle Parish,"1260 President Quirino Ave., Ext., Paco, Manila City, Metro Manila",8564-6470,,,,,"Mon Nov 28, 2022 10:29AM","{'lat': 14.5759082, 'lng': 120.9960683}",120.9960683,14.5759082
48,St. Pius X Parish,"Neptuno cor. 7th St. , Onyx Ave. , Paco, Manila City, Metro Manila",8353-55-19,"Rev. Fr. Neofil ""Bong"" Aguillon",,,sanpiodecimo50@gmail.com,"Mon Nov 28, 2022 10:41AM","{'lat': 14.5768841, 'lng': 121.0011943}",121.0011943,14.5768841
49,Sta. Monica Parish,"Basa cor. Dagupan Sts., Tondo, Manila City, Metro Manila",0951 296 3444,,,,,"Mon Nov 28, 2022 11:54AM","{'lat': 14.6178438, 'lng': 120.9739946}",120.9739946,14.6178438
50,Sto. Niño Parish,"Jesus St., Pandacan, Manila City, Metro Manila",285633211,Rev. Fr. Andy Ortega Lim,,,,"Mon Nov 28, 2022 1:36PM","{'lat': 14.5922588, 'lng': 121.0056992}",121.0056992,14.5922588
51,UST Hospital Chapels,"UST, Espana, Manila City, Metro Manila",,,,,,"Sat Nov 19, 2011 4:37AM","{'lat': 14.6098055, 'lng': 120.9895794}",120.9895794,14.6098055
0,Chapel of Risen Christ (also known as Twinville Chapel),"Camia Street, Twinville Subd, Concepcion Uno, Marikina City, Metro Manila",not specified,,,,,"Thu Jun 19, 2014 3:42AM","{'lat': 14.663686, 'lng': 121.1029167}",121.1029167,14.663686
1,Diocesan Shrine and Parish of Our Lady of the Abandoned,"J. P. Rizal St., Barangay Sta. Elena, Marikina City, Metro Manila",646-1781,"Most Rev. Francisco M. de Leon, D.D.",Monday-Saturday: 7:00 am and 5:00 pm,,,"Wed Sep 4, 2013 10:59PM","{'lat': 14.6324947, 'lng': 121.0951925}",121.0951925,14.6324947
2,Holy Family Parish,"233  C.M. Recto St. Parang, Marikina City, Metro Manila",941-7531,,,,Additional Mass:,"Sun Dec 3, 2023 10:48AM","{'lat': 14.661831, 'lng': 121.1136353}",121.1136353,14.661831
3,Immaculate Conception Parish,"Bayan-Bayanan Ave., Concepcion Uno, Marikina City, Metro Manila",289414870,,,,,"Fri Dec 15, 2023 10:46PM","{'lat': 14.6509071, 'lng': 121.1082877}",121.1082877,14.6509071
4,Immaculate Conception Parish Church,"Mary Mount Street cor. St. Mary Ave., Provident Villages, Jesus dela Peña, Marikina City, Metro Manila",,Rev. Fr. Michael A. Pacag,Wednesday and Friday: 5:00 pm,,"Common Baptism: 11:30 am;
Wedding, Confirmation, Sick Call: By Appointment;
First Friday Adoration: 5:30 pm","Sun Nov 10, 2013 4:25PM","{'lat': 14.633551, 'lng': 121.0889763}",121.0889763,14.633551
5,Nativity of Our Lady Parish,"Major Dizon St., Industrial Valley Complex, Marikina City, Metro Manila",681-5950,Fr. Joselito Rocero,,,,"Wed Mar 17, 2010 10:43AM","{'lat': 14.6225493, 'lng': 121.0791351}",121.0791351,14.6225493
6,Our Lady of Guadalupe Parish,"Bulelak Street, Barangay Malanday, Marikina City, Metro Manila",948-2264,"Fr. Emanuele Borelli, SX",,,"Baptisms - 11:00 am Every Sunday or by appointment

Holy Hour of Adoration to the Blessed Sacrament
5:30 pm Every Thursday at Bulelak Chapel 
5:00 pm Every Friday at Tumana Chapel

Office Hours (Parish Office is at Bulelak)
8:00am - 12:00 & 2:00pm - 6:00pm Tuesday to Sunday","Mon Dec 7, 2015 9:24PM","{'lat': 14.6499788, 'lng': 121.0977925}",121.0977925,14.6499788
7,Saint Paul of the Cross Parish,"SSS Village, Concepcion Dos, Marikina City, Metro Manila",490-4973/941-7617,Fr. Peter Julian Eymard C. Balatbat,"Every Wednesday & Friday, 5:00 pm - 6:00 pm",,,"Wed Mar 17, 2010 10:43AM","{'lat': 14.637574, 'lng': 121.1177384}",121.1177384,14.637574
8,San Antonio de Padua,"J.P. Rizal St., Barangay Kalumpang, Marikina City, Metro Manila",682-1816,Fr. Alfredo Ganzon,,,,"Wed Mar 17, 2010 10:43AM","{'lat': 14.6248625, 'lng': 121.0957403}",121.0957403,14.6248625
9,San Isidro Labrador Parish,"Greenland Village Phase I, Nangka, Marikina City, Metro Manila",948-2829,Fr. Jeffrey B. Quintela,,,,"Sat Sep 21, 2013 11:55AM","{'lat': 14.5455584, 'lng': 121.0234189}",121.0234189,14.5455584
10,San Jose Manggagawa Parish,"Chorillo St., Barangka, Marikina City, Metro Manila",948-1073,Fr. Roland M. Alcones,,,,"Mon May 11, 2015 10:54AM","{'lat': 14.6376251, 'lng': 121.083654}",121.083654,14.6376251
11,St. Gabriel of Our Lady of Sorrows Parish,"143 Narra street corner East Drive, Marikina Heights, Marikina City, Metro Manila",997-4507,Fr. Rene Ventajar CP,,,,"Wed Nov 25, 2015 9:35PM","{'lat': 14.6548426, 'lng': 121.1207507}",121.1207507,14.6548426
0,Asian Hospital Chapel,"2205 Civic Dr, Filinvest City, Alabang, Muntinlupa City, Metro Manila",771-9000,,,,,"Fri Dec 4, 2015 1:07PM","{'lat': 14.4143437, 'lng': 121.040687}",121.040687,14.4143437
1,Chapel of the Forgiving Lord,"Tuloy sa Don Bosco Street Children Village, Alabang-Zapote Road corner San Jose St., Muntinlupa City, Metro Manila",-,,,,,"Tue Nov 25, 2014 11:30AM","{'lat': 37.33874, 'lng': -121.8852525}",-121.8852525,37.33874
2,Diocesan Shrine of Our Lady of the Abandoned Parish,"National Rd., Poblacion, Muntinlupa City, Metro Manila",288610519,,Wed and Sat: 5:00pm to 6:00pm,,,"Sat Mar 11, 2023 9:21PM","{'lat': 14.3910163, 'lng': 121.0475663}",121.0475663,14.3910163
3,Festival Mall Alabang,"3rd Floor, Expo Trade Hall, Festival Mall, Filinvest, Alabang, Muntinlupa City, Metro Manila",-,,,,,"Sat Mar 11, 2023 10:19PM","{'lat': 14.4170555, 'lng': 121.0401601}",121.0401601,14.4170555
4,Hearts of Jesus and Mary,"Asian Hospital and Medical Center, Alabang, Muntinlupa City, Metro Manila",771-9000,,30 minutes before regular Mass,,3rd Tuesday of the month at 12:30PM - St. Peregrine Healing Mass,"Fri Dec 13, 2019 12:13PM","{'lat': 14.4134655, 'lng': 121.0435335}",121.0435335,14.4134655
5,Ina ng Awa Parish,"NBP Reservation, Muntinlupa City, Metro Manila",0288468685,,,,,"Sun Apr 2, 2023 12:46AM","{'lat': 14.3832664, 'lng': 121.0305868}",121.0305868,14.3832664
6,L'Annunziata Parish,"Don Pedro Reyes Ave., Victoria Homes Subd., Tunasan, Muntinlupa City, Metro Manila",0917 701 5972,,by request,,,"Sat Mar 11, 2023 9:04PM","{'lat': 14.3663925, 'lng': 121.0142057}",121.0142057,14.3663925
7,"Mary, Cause of Our Joy Parish","Soldier's Hills Village, Muntinlupa City, Metro Manila",273400900,,,,,"Sat Mar 11, 2023 9:11PM","{'lat': 14.3991548, 'lng': 121.0427383}",121.0427383,14.3991548
8,"Mary, Mother of God Parish Archdiocesan Shrine","National Rd., Bayanan, Muntinlupa City, Metro Manila",,,Mon-Fri: 6PM,,The Parish office is open from Tuesday to Sunday,"Sat Mar 11, 2023 9:12PM","{'lat': 14.4090403, 'lng': 121.0462782}",121.0462782,14.4090403
9,Our Lady of Lourdes Chapel,"Civic Drive, Filinvest City, Alabang, Muntinlupa City, Metro Manila",,,,,,"Sat Apr 8, 2023 1:53PM","{'lat': 14.4143437, 'lng': 121.040687}",121.040687,14.4143437
10,Our Lady of the Holy Rosary Chapel,"Muntinlupa City, Metro Manila",,Fr. Jewel Palmani,,,,"Sat Nov 19, 2011 4:24AM","{'lat': 14.4125897, 'lng': 121.0343247}",121.0343247,14.4125897
11,Our Lady of the Miraculous Medal National Shrine,"Posadas Avenue, Sucat, Muntinlupa City, Metro Manila",288371004,,Thur before First Friday: 6-7PM and Saturdays: 8-9AM,,,"Sat Mar 11, 2023 9:29PM","{'lat': 14.4606085, 'lng': 121.0507764}",121.0507764,14.4606085
12,Sacred Heart of Jesus Parish,"Don Jesus Boulevard, Alabang Hills, Muntinlupa City, Metro Manila",287773443,Rev. Msgr. Allen Aganon,Wed and Thur: 5:00PM -  5:45PM,,Adoration Chapel: 5:00 AM - 8:00 PM,"Sat Feb 17, 2024 10:24PM","{'lat': 14.4348151, 'lng': 121.03244}",121.03244,14.4348151
13,Saint James the Great Parish,"Cuenca corner Ibaan Streets, Ayala Alabang Village, Muntinlupa City, Metro Manila",(08842) 5140,,Mon to Fri -- 4:00pm - 5:00pm and Sat -- 3:00 to 5:00 PM,,,"Sat Mar 11, 2023 9:38PM","{'lat': 14.3913068, 'lng': 121.0137479}",121.0137479,14.3913068
14,Saint Jerome Emiliani and Sta. Susana Parish,"Commerce Ave., Ayala Alabang, Muntinlupa City, Metro Manila","8842-4947, 0977 234 4530",,Monday-Friday 4:30PM to 5:30PM,,,"Wed Mar 20, 2024 11:21PM","{'lat': 14.4220001, 'lng': 121.0291428}",121.0291428,14.4220001
15,Saint Peregrine Laziosi Parish,"National Rd., Tunasan, Muntinlupa City, Metro Manila","02-8842-2424, 09178946562 or 09434114266",,,,,"Sun Mar 26, 2023 9:01PM","{'lat': 14.3885751, 'lng': 121.0475806}",121.0475806,14.3885751
16,San Nicolas de Tolentino Parish,"M.L. Quezon St., Cupang, Muntinlupa City, Metro Manila",283726542,,,,,"Sat Mar 11, 2023 9:55PM","{'lat': 14.4594461, 'lng': 121.053871}",121.053871,14.4594461
17,San Roque Parish,"Corners Mendiola and Molina Streets, Alabang, Muntinlupa City, Metro Manila",0917 564 6774,,,,,"Sat Mar 11, 2023 10:08PM","{'lat': 14.4181469, 'lng': 121.0487033}",121.0487033,14.4181469
18,St. Benedict Chapel,"San Beda Alabang, Alabang Hills, Cupang, Muntinlupa City, Metro Manila",,,Just approach the priest before and after the Holy Mass,,,"Wed May 13, 2015 1:59PM","{'lat': 14.4330885, 'lng': 121.0255363}",121.0255363,14.4330885
0,San Ildefonso Parish,"Estrella St., Navotas East, Navotas City, Metro Manila",,Rev.Fr. Jerome Cruz,,,,"Wed Mar 17, 2010 10:43AM","{'lat': 14.65532, 'lng': 120.9497634}",120.9497634,14.65532
1,San Jose de Navotas Parish,"M. Naval Street, Navotas City, Metro Manila",(02) 282-9126,Rev. Fr. Rufino P. Yabut,before every Mass,,,"Thu Aug 31, 2017 6:01PM","{'lat': 14.661733, 'lng': 120.9458374}",120.9458374,14.661733
2,San Lorenzo Ruiz and Companions,"Phase 1-C Kaunlaran Village Dagat-dagatan, Navotas City, Metro Manila",,"Rev. Fr. Allan V. Lopez,OP",,,,"Wed Mar 17, 2010 10:43AM","{'lat': 14.6432715, 'lng': 120.9582758}",120.9582758,14.6432715
3,San Roque Parish,"M. Naval St., Navotas City, Metro Manila",,Rev. Fr. Lauro Frias,,,,"Wed Mar 17, 2010 10:43AM","{'lat': 14.661733, 'lng': 120.9458374}",120.9458374,14.661733
4,Sta. Cruz Parish,"E. Rodriguez St Tanza, Navotas City, Metro Manila",not specified,Rev. Fr. Jun de Guzman,,,Established in 1993,"Thu Jun 19, 2014 7:26AM","{'lat': 14.6764184, 'lng': 120.9366147}",120.9366147,14.6764184
0,Diocesan Shrine and Parish of St. Columban,"1 First St. New Asinan, Olongapo City, Zambales",(047) 222 2536,,,,,"Sat Jul 8, 2023 10:48PM","{'lat': 14.8268608, 'lng': 120.2812801}",120.2812801,14.8268608
1,Holy Family Parish,"Lower Kalaklan, Olongapo City, Zambales",222-2050,,,,,"Sat Jul 8, 2023 11:37PM","{'lat': 14.8419081, 'lng': 120.2757905}",120.2757905,14.8419081
2,Holy Trinity Parish,"Santol Road, purok 5, New Cabalan, Olongapo City, Zambales",(047) 224-2446,,,,,"Sat Jul 8, 2023 11:32PM","{'lat': 14.8961351, 'lng': 120.378138}",120.378138,14.8961351
3,Immaculate Conception Parish,"Barretto, Olongapo City, Zambales",(047) 222-6279,,,,,"Sat Jul 8, 2023 10:53PM","{'lat': 14.8283431, 'lng': 120.2719932}",120.2719932,14.8283431
4,Parish of San Lorenzo of Manila,"120 Murphy St., New Kalalake, Olongapo City, Zambales",(047) 222 5560,,,,,"Sat Jul 8, 2023 11:15PM","{'lat': 14.8318807, 'lng': 120.289084}",120.289084,14.8318807
5,Parish of St. Anne,"Gordon Heights, Olongapo City, Zambales",(047) 222-5904,,,,,"Sat Jul 8, 2023 11:21PM","{'lat': 14.8738749, 'lng': 120.2801166}",120.2801166,14.8738749
6,Parish of St. Joseph,"18th Street corner Canda Street, Olongapo City, Zambales",(047) 222 4290,,- Pagkatapos ng Banal na Misa (5:00pm) at habang Banal na Oras (5:30pm),,,"Sat Jul 8, 2023 11:24PM","{'lat': 14.8399168, 'lng': 120.2872296}",120.2872296,14.8399168
7,Parish of Sta. Rita,"Sta. Rita, Olongapo City, Zambales","222-2165, 0968-3005728",,,,,"Sat Jul 8, 2023 11:29PM","{'lat': 14.8579142, 'lng': 120.3003035}",120.3003035,14.8579142
8,San Roque Chapel,"Subic Bay Freeport Zone, Olongapo City, Zambales",(047) 252 4539,,,,,"Sat Jul 8, 2023 11:39PM","{'lat': 14.7690037, 'lng': 120.3204873}",120.3204873,14.7690037
9,St. Vincent de Paul Parish,"Cabalan , Olongapo City, Zambales",0956 094 2370,,,,,"Sat Jul 8, 2023 11:42PM","{'lat': 14.8961351, 'lng': 120.378138}",120.378138,14.8961351
0,Ascencion of Our Lord Parish,"Rainbow Drive, Goodwill 2 Subd., Sucat, Parañaque City, Metro Manila",826-4396,,Confessions are upon request. You may approach the priest after the Mass or set an appointment through the parish office.,,,"Sun Dec 18, 2022 7:55PM","{'lat': 14.4548784, 'lng': 121.0403587}",121.0403587,14.4548784
1,Conventual Franciscans - St. Maximilian Kolbe Seminary Chapel,"32 John Paul St., Multinational Village, Parañaque City, Metro Manila",(02)8556-5201,,,,,"Thu Oct 24, 2019 9:36PM","{'lat': 14.4789215, 'lng': 121.0022234}",121.0022234,14.4789215
2,Holy Eucharist Parish,"Armstrong Ave., Moonwalk Village, Parañaque City, Metro Manila",288214437,,,,,"Fri Dec 30, 2022 9:32PM","{'lat': 14.4979103, 'lng': 121.013453}",121.013453,14.4979103
3,Holy Infant Jesus Parish,"Corner Pres. Aguinaldo Street, Pres.Roxas, South Admiral Village, Parañaque City, Metro Manila",,,,,,"Wed Feb 1, 2023 10:06PM","{'lat': 14.4982743, 'lng': 121.0254973}",121.0254973,14.4982743
4,Jesus the Divine Healer Parish,"12 Lily St., Tahanan Village, Sucat, Parañaque City, Metro Manila",+63(2) 8090978,Rev. Fr. JERICO H. HABUNAL,before and after every mass,,,"Wed Apr 12, 2023 9:28AM","{'lat': 14.4501296, 'lng': 121.0302774}",121.0302774,14.4501296
5,Mary Help of Christians National Shrine,"Better Living Subd., Brgy. Don Bosco, Parañaque City, Metro Manila",288239220,,available every mass EXCEPT Monday and the 12:00nn Sunday Mass,,,"Wed Apr 5, 2023 12:38PM","{'lat': 14.4818424, 'lng': 121.0368194}",121.0368194,14.4818424
6,Mary Immaculate Parish,"Don Lauro Ave, Levitown Estate, Better Living Subdivision, Parañaque City, Metro Manila",027767855,Rev. Fr. Eric P. Gonzales SHMI,,,"Novena Schedules;
Wednesday 6:45pm - Novena to our Mother of Perpetual Help
First Friday 6:00pm - Holy Hour in honor of the Sacred Heart of Jesus","Sun Oct 19, 2014 3:13AM","{'lat': 14.4827076, 'lng': 121.0132905}",121.0132905,14.4827076
7,"Mary, Mother of Good Counsel Parish","Peach St., Marcelo Green Village, Parañaque City, Metro Manila",,,,,,"Sun Feb 5, 2023 7:05PM","{'lat': 14.476816, 'lng': 121.0393089}",121.0393089,14.476816
